n0,g64,g86
n1,g39,g33
n2,g70,g53
n3,g32,g1
n4,g45,g13
n5,g60,g2
n6,g43,g29
n7,g33,g96
n8,g19,g90
n9,g66,g59
n10,g54,g92
n11,g88,g82
n12,g12,g95
n13,g39,g2
n14,g93,g10
n15,g62,g17
n16,g42,g84
n17,g74,g66
n18,g15,g50
n19,g7,g66
n20,g58,g95
n21,g55,g74
n22,g83,g55
n23,g84,g53
n24,g92,g45
n25,g12,g85
n26,g62,g39
n27,g7,g60
n28,g8,g10
n29,g71,g52
n30,g65,g58
n31,g76,g36
n32,g76,g65
n33,g11,g81
n34,g70,g49
n35,g70,g97
n36,g68,g77
n37,g87,g76
n38,g90,g94
n39,g85,g45
n40,g87,g35
n41,g90,g17
n42,g67,g93
n43,g23,g77
n44,g71,g25
n45,g65,g41
n46,g16,g34
n47,g60,g62
n48,g29,g18
