n0,g67,g23
n1,g55,g49
n2,g12,g60
n3,g81,g43
n4,g41,g75
n5,g88,g10
n6,g94,g63
n7,g85,g90
n8,g46,g54
n9,g92,g87
n10,g81,g64
n11,g66,g96
n12,g10,g46
n13,g91,g84
n14,g15,g66
n15,g58,g87
n16,g36,g93
n17,g56,g7
n18,g49,g64
n19,g99,g30
n20,g96,g27
n21,g32,g70
n22,g39,g87
n23,g37,g32
n24,g16,g9
n25,g5,g62
n26,g41,g11
n27,g28,g27
n28,g24,g82
n29,g60,g62
n30,g74,g40
n31,g56,g0
n32,g68,g19
n33,g7,g10
n34,g56,g55
n35,g17,g45
n36,g31,g38
n37,g99,g59
n38,g84,g71
n39,g48,g67
n40,g53,g31
n41,g54,g45
n42,g11,g96
n43,g89,g27
n44,g31,g50
n45,g15,g11
n46,g63,g45
n47,g91,g86
n48,g16,g59
