n70,g63,g16
n65,g58,g88
n6,g78,g86
n35,g39,g33
n4,g54,g35
n32,g27,g99
n72,g30,g62
n74,g66,g82
n26,g11,g78
n21,g20,g62
n60,g58,g70
n20,g15,g64
n73,g45,g42
n51,g71,g60
n69,g83,g76
n71,g46,g93
n28,g83,g93
n77,g5,g37
n14,g33,g84
n45,g36,g76
n39,g81,g83
n5,g15,g82
n23,g95,g51
n24,g26,g98
n54,g30,g79
n16,g42,g1
n17,g47,g21
n18,g23,g95
n63,g61,g75
n9,g46,g69
n25,g32,g83
n30,g14,g23
n31,g34,g25
n10,g90,g28
n43,g64,g17
n68,g60,g46
n34,g95,g36
n8,g51,g92
n53,g77,g63
n55,g51,g33
n38,g79,g1
n33,g49,g75
n62,g85,g3
n11,g16,g99
n27,g83,g14
n50,g14,g73
n44,g89,g90
n12,g50,g34
n67,g10,g81
n75,g97,g92
n0,g28,g73
n22,g60,g51
n58,g43,g77
n36,g10,g25
n42,g68,g95
n61,g86,g2
n3,g23,g33
n29,g17,g87
n47,g39,g98
n49,g15,g97
n52,g25,g67
n59,g55,g79
n57,g61,g67
n66,g44,g50
n37,g94,g31
n13,g72,g6
n40,g6,g26
n19,g52,g1
n46,g99,g49
n7,g85,g31
n15,g99,g26
n48,g78,g75
n41,g97,g86
n76,g2,g28
n64,g72,g67
n56,g13,g7
n2,g89,g71
n1,g1,g61
