n0,g21,g74
n1,g50,g19
n2,g50,g11
n3,g17,g60
n4,g31,g70
n5,g12,g81
n6,g11,g78
n7,g36,g15
n8,g66,g54
n9,g18,g52
n10,g45,g89
n11,g56,g37
n12,g49,g48
n13,g8,g17
n14,g97,g10
n15,g24,g15
n16,g20,g98
n17,g76,g1
n18,g6,g17
n19,g79,g29
n20,g52,g57
n21,g43,g98
n22,g39,g31
n23,g37,g71
n24,g33,g18
n25,g44,g73
n26,g46,g86
n27,g48,g1
n28,g7,g18
n29,g76,g15
n30,g92,g4
n31,g4,g90
n32,g31,g26
n33,g3,g60
n34,g36,g6
n35,g50,g43
n36,g91,g11
n37,g33,g48
n38,g47,g83
n39,g70,g46
n40,g24,g60
n41,g76,g31
n42,g30,g52
n43,g30,g49
n44,g20,g36
n45,g62,g91
n46,g20,g11
n47,g79,g40
n48,g55,g21
n49,g67,g98
n50,g47,g36
n51,g42,g45
n52,g17,g41
n53,g44,g25
n54,g95,g68
n55,g58,g3
n56,g43,g20
n57,g85,g28
n58,g37,g21
n59,g53,g19
n60,g40,g53
