n70,g77,g64
n65,g39,g84
n6,g25,g62
n35,g22,g54
n4,g11,g51
n32,g28,g81
n72,g55,g43
n74,g80,g59
n26,g48,g18
n21,g76,g56
n60,g62,g14
n20,g7,g87
n73,g92,g19
n51,g21,g59
n69,g4,g98
n71,g78,g94
n28,g5,g10
n77,g95,g47
n14,g25,g66
n45,g54,g8
n39,g20,g75
n5,g6,g22
n23,g39,g24
n24,g76,g45
n54,g61,g76
n16,g90,g47
n17,g66,g11
n18,g10,g80
n63,g11,g43
n9,g8,g57
n25,g50,g76
n30,g44,g36
n31,g13,g49
n10,g35,g83
n43,g43,g53
n68,g41,g94
n34,g95,g98
n8,g3,g5
n79,g26,g5
n53,g31,g43
n55,g11,g80
n38,g43,g62
n33,g86,g11
n62,g26,g41
n11,g86,g36
n27,g41,g10
n50,g87,g36
n44,g25,g22
n12,g53,g27
n67,g36,g0
n75,g72,g96
n0,g40,g83
n22,g96,g70
n58,g59,g13
n36,g52,g78
n42,g0,g28
n61,g66,g69
n78,g75,g60
n3,g91,g39
n29,g81,g69
n47,g38,g25
n49,g69,g85
n52,g93,g37
n59,g17,g31
n57,g16,g55
n66,g52,g79
n37,g76,g83
n13,g75,g73
n40,g71,g58
n19,g8,g10
n46,g80,g18
n7,g94,g88
n15,g55,g81
n48,g90,g96
n41,g25,g87
n76,g22,g62
n64,g2,g66
n56,g14,g55
n2,g99,g3
n1,g18,g87
