n0,g11,g22
n1,g46,g57
n2,g55,g42
n3,g64,g53
n4,g44,g79
n5,g95,g26
n6,g13,g74
n7,g90,g79
n8,g43,g9
n9,g17,g59
n10,g41,g4
n11,g85,g42
n12,g75,g78
n13,g89,g53
n14,g17,g13
n15,g79,g46
n16,g81,g38
n17,g4,g3
n18,g48,g47
n19,g20,g77
n20,g89,g56
n21,g3,g46
n22,g62,g6
n23,g30,g18
n24,g0,g67
n25,g88,g5
n26,g72,g52
n27,g6,g97
n28,g79,g6
n29,g78,g77
n30,g46,g41
n31,g26,g61
n32,g30,g2
n33,g25,g55
n34,g62,g84
n35,g99,g49
n36,g85,g57
n37,g32,g33
n38,g90,g41
n39,g60,g57
n40,g8,g78
n41,g77,g88
n42,g41,g57
n43,g9,g94
n44,g78,g6
n45,g80,g90
n46,g24,g1
n47,g87,g90
n48,g4,g13
n49,g29,g9
n50,g98,g21
n51,g46,g23
n52,g34,g55
n53,g67,g91
n54,g59,g7
n55,g98,g77
