n70,g97,g32
n65,g87,g21
n6,g50,g18
n35,g56,g5
n4,g11,g6
n32,g71,g53
n72,g70,g50
n74,g40,g50
n26,g57,g20
n21,g64,g14
n60,g7,g3
n20,g57,g36
n73,g41,g60
n51,g94,g77
n69,g32,g70
n71,g79,g94
n28,g77,g22
n77,g85,g74
n14,g31,g82
n45,g59,g35
n39,g40,g19
n5,g49,g9
n23,g45,g20
n24,g31,g33
n54,g96,g46
n16,g49,g79
n17,g62,g13
n18,g31,g73
n63,g87,g70
n9,g87,g64
n25,g38,g8
n30,g53,g30
n31,g47,g36
n10,g27,g19
n43,g60,g88
n68,g32,g95
n34,g95,g68
n8,g45,g35
n53,g2,g25
n55,g96,g80
n38,g51,g19
n33,g91,g68
n62,g92,g98
n11,g20,g21
n27,g51,g77
n50,g58,g39
n44,g9,g28
n12,g22,g13
n67,g28,g53
n75,g16,g49
n0,g54,g2
n22,g46,g61
n58,g37,g3
n36,g49,g48
n42,g92,g76
n61,g44,g69
n3,g0,g6
n29,g83,g2
n47,g56,g27
n49,g62,g95
n52,g90,g64
n59,g46,g18
n57,g21,g43
n66,g20,g81
n37,g14,g9
n13,g79,g23
n40,g7,g92
n19,g46,g4
n46,g34,g87
n7,g88,g84
n15,g79,g91
n48,g8,g23
n41,g59,g51
n76,g54,g25
n64,g69,g9
n56,g16,g68
n2,g89,g62
n1,g50,g3
