n70,g71,g29
n65,g99,g26
n6,g64,g6
n35,g75,g72
n4,g87,g77
n32,g39,g77
n72,g7,g55
n74,g10,g38
n26,g55,g15
n21,g91,g38
n60,g80,g6
n20,g98,g45
n73,g33,g52
n51,g8,g5
n69,g1,g89
n71,g27,g93
n28,g85,g67
n14,g84,g97
n45,g41,g42
n39,g47,g10
n5,g78,g9
n23,g34,g77
n24,g21,g48
n54,g91,g89
n16,g37,g33
n17,g20,g91
n18,g88,g50
n63,g61,g1
n9,g98,g86
n25,g96,g39
n30,g39,g57
n31,g1,g73
n10,g61,g85
n43,g85,g42
n68,g20,g72
n34,g31,g79
n8,g36,g40
n53,g17,g21
n55,g29,g65
n38,g7,g4
n33,g28,g82
n62,g47,g85
n11,g45,g9
n27,g28,g6
n50,g56,g89
n44,g87,g43
n12,g68,g26
n67,g32,g77
n75,g28,g12
n0,g69,g9
n22,g13,g47
n58,g5,g90
n36,g36,g6
n42,g49,g20
n61,g19,g5
n3,g80,g22
n29,g78,g95
n47,g40,g44
n49,g7,g95
n52,g38,g33
n59,g85,g38
n57,g16,g49
n66,g98,g2
n37,g69,g47
n13,g68,g83
n40,g24,g58
n19,g4,g48
n46,g17,g19
n7,g9,g14
n15,g79,g54
n48,g36,g47
n41,g52,g82
n76,g49,g82
n64,g69,g40
n56,g7,g54
n2,g76,g56
n1,g61,g75
