n70,g42,g21
n65,g61,g11
n6,g32,g63
n35,g49,g65
n4,g12,g66
n32,g85,g53
n72,g56,g90
n74,g23,g31
n26,g98,g39
n21,g32,g67
n60,g5,g64
n20,g63,g42
n73,g34,g11
n51,g68,g85
n69,g26,g42
n71,g18,g32
n28,g37,g95
n14,g87,g26
n45,g80,g34
n39,g88,g58
n5,g37,g14
n23,g71,g84
n24,g28,g67
n54,g15,g79
n16,g3,g63
n17,g20,g27
n18,g81,g67
n63,g65,g86
n9,g58,g28
n25,g55,g83
n30,g88,g84
n31,g86,g32
n10,g65,g15
n43,g67,g62
n68,g5,g43
n34,g27,g15
n8,g41,g70
n53,g2,g33
n55,g78,g29
n38,g86,g15
n33,g69,g50
n62,g13,g58
n11,g84,g69
n27,g38,g45
n50,g51,g39
n44,g7,g93
n12,g88,g95
n67,g19,g21
n75,g11,g37
n0,g12,g60
n22,g84,g98
n58,g17,g42
n36,g73,g23
n42,g45,g94
n61,g96,g99
n3,g0,g5
n29,g28,g20
n47,g52,g26
n49,g56,g63
n52,g61,g46
n59,g91,g24
n57,g50,g76
n66,g81,g62
n37,g32,g10
n13,g21,g75
n40,g3,g22
n19,g1,g89
n46,g27,g24
n7,g78,g91
n15,g75,g70
n48,g95,g15
n41,g28,g57
n76,g64,g51
n64,g56,g20
n56,g95,g75
n2,g75,g98
n1,g78,g82
