n70,g59,g19
n65,g1,g74
n6,g81,g33
n35,g34,g86
n4,g19,g55
n32,g43,g40
n72,g26,g42
n83,g63,g33
n74,g78,g10
n26,g64,g88
n21,g47,g20
n60,g15,g64
n20,g81,g43
n73,g29,g21
n51,g81,g28
n69,g47,g67
n71,g71,g85
n28,g52,g80
n77,g80,g60
n14,g82,g10
n45,g65,g9
n39,g29,g54
n5,g8,g17
n23,g5,g82
n24,g4,g40
n54,g91,g10
n16,g69,g55
n82,g41,g0
n17,g67,g58
n18,g60,g92
n63,g36,g80
n9,g0,g82
n25,g30,g28
n30,g99,g59
n31,g44,g7
n10,g32,g38
n43,g14,g89
n68,g28,g43
n34,g96,g0
n8,g74,g54
n79,g17,g71
n53,g22,g94
n55,g14,g2
n38,g24,g74
n33,g12,g97
n62,g4,g88
n11,g38,g77
n27,g84,g43
n50,g39,g47
n44,g45,g52
n12,g28,g98
n67,g72,g11
n75,g99,g87
n80,g15,g21
n0,g88,g25
n22,g95,g81
n81,g44,g39
n58,g91,g76
n36,g85,g74
n42,g89,g26
n61,g48,g11
n78,g31,g27
n3,g44,g75
n29,g22,g33
n47,g69,g91
n49,g68,g69
n52,g43,g2
n59,g68,g59
n57,g13,g81
n66,g11,g97
n37,g27,g37
n13,g40,g38
n40,g29,g33
n19,g62,g36
n46,g60,g53
n7,g90,g98
n15,g63,g40
n48,g85,g51
n41,g48,g53
n76,g45,g66
n64,g90,g24
n56,g8,g63
n2,g41,g63
n1,g6,g41
