n70,g94,g90
n65,g64,g33
n6,g75,g28
n35,g25,g34
n4,g33,g34
n32,g99,g19
n72,g74,g40
n74,g3,g31
n26,g12,g44
n21,g66,g85
n60,g89,g3
n20,g99,g80
n73,g13,g36
n51,g18,g1
n69,g87,g40
n71,g7,g41
n28,g84,g35
n14,g37,g11
n45,g20,g41
n39,g17,g40
n5,g76,g44
n23,g44,g54
n24,g92,g77
n54,g75,g97
n16,g22,g74
n17,g8,g80
n18,g70,g61
n63,g56,g22
n9,g37,g12
n25,g0,g70
n30,g8,g54
n31,g92,g97
n10,g80,g89
n43,g47,g71
n68,g43,g56
n34,g97,g7
n8,g58,g97
n53,g89,g46
n55,g88,g61
n38,g48,g5
n33,g26,g69
n62,g10,g96
n11,g95,g7
n27,g7,g91
n50,g9,g25
n44,g75,g37
n12,g66,g43
n67,g3,g50
n0,g37,g97
n22,g90,g37
n58,g76,g60
n36,g25,g39
n42,g60,g63
n61,g17,g96
n3,g3,g6
n29,g9,g70
n47,g21,g65
n49,g48,g13
n52,g99,g4
n59,g77,g16
n57,g60,g89
n66,g30,g65
n37,g7,g1
n13,g79,g59
n40,g46,g91
n19,g17,g27
n46,g4,g98
n7,g67,g62
n15,g75,g36
n48,g2,g49
n41,g41,g0
n64,g8,g56
n56,g93,g40
n2,g98,g86
n1,g47,g0
