n70,g32,g9
n65,g60,g27
n6,g80,g55
n35,g62,g41
n4,g62,g18
n32,g68,g72
n72,g84,g12
n83,g21,g42
n74,g42,g11
n84,g38,g11
n26,g53,g35
n21,g55,g34
n60,g98,g72
n20,g90,g31
n73,g50,g14
n51,g90,g98
n69,g21,g97
n71,g94,g14
n28,g5,g95
n77,g96,g7
n14,g33,g63
n45,g61,g17
n39,g15,g66
n5,g37,g19
n23,g29,g32
n24,g47,g83
n54,g10,g93
n16,g5,g84
n82,g78,g96
n17,g73,g90
n18,g22,g66
n63,g13,g39
n9,g57,g33
n25,g10,g73
n30,g96,g12
n31,g45,g48
n10,g99,g71
n43,g3,g76
n68,g85,g95
n34,g89,g25
n8,g83,g16
n79,g14,g54
n53,g23,g75
n55,g30,g8
n38,g69,g57
n33,g69,g33
n62,g86,g39
n11,g13,g31
n27,g39,g2
n50,g93,g92
n44,g98,g76
n12,g57,g60
n67,g5,g65
n75,g27,g94
n80,g1,g48
n0,g34,g41
n22,g24,g42
n81,g48,g30
n58,g56,g39
n36,g40,g23
n42,g35,g29
n61,g10,g40
n78,g63,g64
n3,g97,g77
n29,g69,g55
n47,g76,g23
n49,g54,g67
n52,g83,g59
n59,g1,g29
n57,g81,g95
n66,g22,g15
n37,g7,g80
n13,g83,g87
n40,g51,g54
n19,g78,g63
n46,g77,g24
n7,g33,g30
n15,g75,g86
n48,g79,g73
n41,g18,g94
n76,g33,g24
n64,g47,g94
n56,g55,g72
n2,g19,g94
n1,g95,g41
