n0,g62,g52
n1,g58,g23
n2,g86,g54
n3,g92,g6
n4,g83,g81
n5,g14,g89
n6,g99,g40
n7,g26,g36
n8,g24,g30
n9,g5,g95
n10,g30,g42
n11,g1,g76
n12,g26,g41
n13,g68,g76
n14,g1,g87
n15,g45,g47
n16,g39,g88
n17,g83,g57
n18,g76,g19
n19,g12,g90
n20,g67,g68
n21,g71,g60
n22,g86,g26
n23,g50,g7
n24,g71,g5
n25,g16,g51
n26,g22,g39
n27,g0,g54
n28,g16,g19
n29,g43,g33
n30,g77,g72
n31,g66,g6
n32,g94,g46
n33,g42,g46
n34,g96,g50
n35,g48,g55
n36,g92,g98
n37,g57,g70
n38,g80,g71
n39,g83,g29
n40,g22,g91
n41,g36,g72
n42,g1,g94
n43,g13,g24
n44,g59,g64
n45,g21,g61
n46,g92,g56
n47,g24,g55
n48,g50,g5
n49,g55,g98
n50,g96,g36
n51,g6,g17
n52,g79,g61
n53,g36,g65
n54,g96,g89
n55,g18,g77
n56,g90,g49
n57,g86,g73
n58,g74,g78
n59,g47,g55
n60,g15,g87
n61,g32,g56
n62,g9,g57
n63,g97,g20
