n0,g93,g42
n1,g48,g37
n2,g62,g92
n3,g97,g6
n4,g84,g82
n5,g41,g9
n6,g57,g73
n7,g97,g10
n8,g54,g25
n9,g5,g66
n10,g70,g98
n11,g4,g12
n12,g12,g96
n13,g91,g59
n14,g9,g96
n15,g79,g49
n16,g62,g0
n17,g42,g41
n18,g95,g24
n19,g94,g26
n20,g51,g41
n21,g25,g39
n22,g55,g4
n23,g93,g1
n24,g24,g98
n25,g85,g53
n26,g16,g24
n27,g39,g29
n28,g66,g58
n29,g21,g5
n30,g70,g21
n31,g35,g73
n32,g43,g62
n33,g79,g8
n34,g66,g83
n35,g42,g18
n36,g57,g98
n37,g8,g56
n38,g46,g38
n39,g77,g90
n40,g41,g69
n41,g41,g81
n42,g75,g52
n43,g96,g90
n44,g27,g83
n45,g68,g38
n46,g84,g77
