n0,g23,g29
n1,g28,g16
n2,g35,g24
n3,g1,g53
n4,g0,g66
n5,g28,g19
n6,g53,g59
n7,g13,g42
n8,g34,g47
n9,g88,g89
n10,g49,g3
n11,g31,g36
n12,g63,g5
n13,g9,g80
n14,g28,g51
n15,g39,g6
n16,g30,g88
n17,g66,g53
n18,g38,g90
n19,g12,g77
n20,g16,g43
n21,g36,g66
n22,g63,g57
n23,g34,g18
n24,g21,g59
n25,g31,g11
n26,g93,g24
n27,g25,g71
n28,g80,g12
n29,g50,g9
n30,g48,g30
n31,g77,g15
n32,g42,g16
n33,g87,g62
n34,g11,g72
n35,g0,g42
n36,g50,g14
n37,g68,g5
n38,g31,g95
n39,g39,g69
n40,g77,g75
n41,g4,g23
n42,g14,g68
n43,g2,g28
n44,g62,g70
n45,g9,g78
n46,g68,g19
