n70,g31,g19
n65,g15,g87
n6,g39,g55
n35,g43,g73
n4,g76,g61
n32,g32,g50
n72,g84,g80
n74,g99,g9
n26,g45,g62
n21,g6,g44
n60,g50,g56
n20,g89,g20
n73,g24,g99
n51,g75,g86
n69,g6,g1
n71,g17,g79
n28,g64,g74
n14,g18,g6
n45,g39,g73
n39,g55,g0
n5,g59,g22
n23,g97,g41
n24,g74,g65
n54,g18,g99
n16,g55,g47
n17,g48,g29
n18,g43,g58
n63,g44,g31
n9,g67,g88
n25,g92,g98
n30,g87,g39
n31,g18,g13
n10,g88,g44
n43,g44,g84
n68,g19,g17
n34,g38,g75
n8,g55,g44
n53,g82,g10
n55,g65,g99
n38,g27,g2
n33,g52,g37
n62,g36,g64
n11,g86,g32
n27,g21,g7
n50,g30,g80
n44,g28,g1
n12,g38,g52
n67,g10,g69
n75,g27,g66
n0,g61,g40
n22,g69,g67
n58,g91,g40
n36,g78,g11
n42,g51,g58
n61,g90,g78
n3,g21,g16
n29,g2,g18
n47,g32,g93
n49,g72,g3
n52,g46,g21
n59,g41,g80
n57,g75,g54
n66,g13,g16
n37,g98,g95
n13,g35,g41
n40,g11,g30
n19,g52,g24
n46,g83,g66
n7,g61,g94
n15,g94,g92
n48,g24,g47
n41,g92,g16
n64,g43,g89
n56,g37,g24
n2,g43,g54
n1,g90,g79
