n70,g15,g68
n65,g13,g47
n6,g23,g82
n35,g46,g62
n4,g30,g71
n32,g74,g42
n72,g45,g14
n26,g87,g7
n21,g72,g36
n60,g86,g80
n20,g90,g88
n51,g84,g98
n69,g50,g3
n71,g40,g23
n28,g3,g15
n14,g41,g48
n45,g80,g89
n39,g39,g69
n5,g99,g11
n23,g41,g88
n24,g4,g40
n54,g56,g61
n16,g44,g97
n17,g69,g77
n18,g73,g67
n63,g59,g99
n9,g58,g19
n25,g61,g62
n30,g25,g12
n31,g65,g17
n10,g1,g88
n43,g3,g62
n68,g40,g81
n34,g19,g52
n8,g72,g17
n53,g10,g36
n55,g91,g37
n38,g80,g34
n33,g75,g63
n62,g55,g33
n11,g12,g85
n27,g5,g46
n50,g73,g38
n44,g42,g13
n12,g84,g45
n67,g89,g5
n0,g3,g12
n22,g82,g66
n58,g14,g17
n36,g84,g83
n42,g16,g36
n61,g23,g13
n3,g84,g66
n29,g3,g79
n47,g90,g71
n49,g62,g21
n52,g40,g96
n59,g33,g65
n57,g8,g51
n66,g82,g95
n37,g74,g79
n13,g59,g37
n40,g27,g23
n19,g28,g90
n46,g64,g12
n7,g26,g48
n15,g4,g63
n48,g87,g54
n41,g4,g33
n64,g30,g12
n56,g30,g91
n2,g78,g94
n1,g5,g7
