n0,g84,g83
n1,g1,g26
n2,g18,g23
n3,g5,g58
n4,g29,g0
n5,g13,g97
n6,g13,g70
n7,g2,g7
n8,g10,g67
n9,g52,g43
n10,g90,g19
n11,g87,g84
n12,g33,g27
n13,g21,g1
n14,g69,g80
n15,g51,g28
n16,g68,g71
n17,g90,g94
n18,g8,g23
n19,g45,g3
n20,g89,g30
n21,g0,g70
n22,g81,g27
n23,g62,g47
n24,g65,g86
n25,g27,g79
n26,g67,g91
n27,g76,g27
n28,g85,g48
n29,g89,g82
n30,g15,g91
n31,g57,g63
n32,g55,g36
n33,g3,g80
n34,g16,g65
n35,g34,g15
n36,g38,g25
n37,g29,g52
n38,g23,g30
n39,g85,g24
n40,g55,g13
n41,g13,g87
n42,g90,g27
n43,g19,g98
n44,g70,g31
n45,g88,g45
n46,g69,g23
n47,g34,g85
n48,g7,g36
n49,g52,g76
n50,g10,g32
n51,g39,g57
n52,g2,g76
n53,g89,g9
n54,g70,g61
