n0,g31,g34
n1,g92,g24
n2,g9,g53
n3,g13,g16
n4,g95,g92
n5,g4,g0
n6,g33,g2
n7,g98,g43
n8,g85,g35
n9,g83,g95
n10,g73,g54
n11,g83,g93
n12,g66,g96
n13,g98,g94
n14,g93,g27
n15,g70,g19
n16,g5,g61
n17,g48,g55
n18,g50,g83
n19,g52,g49
n20,g57,g77
n21,g0,g5
n22,g75,g59
n23,g17,g82
n24,g95,g66
n25,g68,g72
n26,g20,g51
n27,g56,g35
n28,g67,g96
n29,g16,g47
n30,g58,g70
n31,g20,g66
n32,g10,g62
n33,g74,g79
n34,g32,g63
n35,g70,g45
n36,g96,g52
n37,g65,g76
n38,g22,g98
n39,g63,g88
n40,g26,g1
n41,g0,g47
n42,g25,g33
n43,g58,g6
n44,g59,g13
n45,g86,g39
n46,g11,g38
