n0,g51,g28
n1,g45,g80
n2,g63,g86
n3,g29,g3
n4,g59,g53
n5,g43,g89
n6,g43,g79
n7,g37,g49
n8,g25,g38
n9,g21,g76
n10,g89,g54
n11,g22,g38
n12,g3,g43
n13,g88,g81
n14,g29,g4
n15,g8,g76
n16,g23,g43
n17,g39,g40
n18,g11,g65
n19,g3,g71
n20,g82,g28
n21,g51,g36
n22,g44,g25
n23,g6,g33
n24,g3,g60
n25,g53,g20
n26,g22,g49
n27,g89,g72
n28,g90,g46
n29,g8,g87
n30,g49,g59
n31,g40,g19
n32,g23,g25
n33,g71,g7
n34,g60,g34
n35,g64,g17
n36,g91,g77
n37,g77,g80
n38,g31,g48
n39,g30,g92
n40,g62,g30
n41,g88,g67
n42,g0,g10
n43,g75,g51
n44,g40,g27
n45,g13,g72
n46,g41,g76
n47,g21,g88
n48,g50,g43
n49,g27,g45
n50,g23,g58
n51,g37,g46
n52,g89,g36
n53,g93,g66
n54,g58,g83
n55,g86,g68
n56,g82,g15
n57,g15,g44
n58,g8,g94
n59,g95,g63
n60,g65,g67
n61,g11,g20
n62,g7,g76
