n70,g43,g92
n65,g47,g19
n6,g73,g99
n35,g46,g25
n4,g28,g44
n32,g26,g64
n72,g60,g22
n74,g11,g54
n26,g30,g93
n21,g82,g73
n60,g96,g77
n20,g46,g89
n73,g16,g37
n51,g66,g65
n69,g8,g89
n71,g66,g52
n28,g58,g97
n77,g31,g28
n14,g39,g30
n45,g5,g89
n39,g18,g97
n5,g36,g2
n23,g1,g69
n24,g76,g2
n54,g97,g37
n16,g48,g11
n17,g89,g61
n18,g1,g37
n63,g91,g40
n9,g76,g8
n25,g30,g11
n30,g67,g23
n31,g16,g11
n10,g62,g19
n43,g83,g22
n68,g1,g16
n34,g91,g4
n8,g25,g19
n79,g95,g55
n53,g34,g35
n55,g22,g53
n38,g31,g41
n33,g31,g13
n62,g32,g76
n11,g25,g90
n27,g71,g40
n50,g49,g17
n44,g84,g37
n12,g65,g93
n67,g53,g48
n75,g52,g30
n80,g8,g40
n0,g1,g4
n22,g78,g18
n58,g58,g13
n36,g95,g69
n42,g51,g11
n61,g10,g35
n78,g13,g43
n3,g13,g7
n29,g16,g35
n47,g22,g7
n49,g97,g0
n52,g2,g60
n59,g24,g69
n57,g99,g76
n66,g12,g77
n37,g20,g77
n13,g83,g72
n40,g0,g41
n19,g66,g87
n46,g33,g32
n7,g47,g78
n15,g54,g24
n48,g23,g38
n41,g25,g84
n76,g2,g56
n64,g17,g20
n56,g23,g20
n2,g85,g95
n1,g52,g48
