n70,g43,g36
n65,g90,g1
n6,g6,g65
n35,g78,g88
n4,g34,g71
n32,g70,g95
n72,g86,g89
n74,g17,g49
n26,g68,g16
n21,g52,g48
n60,g92,g16
n20,g29,g82
n73,g56,g30
n51,g6,g93
n69,g10,g92
n71,g25,g10
n28,g97,g56
n77,g64,g61
n14,g99,g32
n45,g28,g15
n39,g48,g83
n5,g22,g94
n23,g35,g11
n24,g79,g61
n54,g92,g67
n16,g10,g28
n17,g53,g34
n18,g82,g23
n63,g81,g78
n9,g65,g68
n25,g9,g30
n30,g99,g90
n31,g54,g88
n10,g68,g42
n43,g45,g42
n68,g13,g74
n34,g77,g48
n8,g54,g45
n79,g82,g22
n53,g11,g29
n55,g37,g42
n38,g51,g43
n33,g49,g61
n62,g60,g86
n11,g4,g95
n27,g50,g20
n50,g87,g7
n44,g65,g46
n12,g47,g85
n67,g52,g38
n75,g98,g85
n80,g36,g63
n0,g26,g95
n22,g12,g97
n58,g54,g64
n36,g53,g83
n42,g53,g44
n61,g95,g11
n78,g77,g27
n3,g37,g78
n29,g70,g68
n47,g53,g6
n49,g81,g39
n52,g62,g65
n59,g12,g15
n57,g91,g23
n66,g22,g38
n37,g57,g88
n13,g52,g9
n40,g77,g42
n19,g67,g32
n46,g91,g49
n7,g11,g32
n15,g66,g80
n48,g74,g47
n41,g21,g33
n76,g58,g76
n64,g50,g37
n56,g1,g51
n2,g18,g31
n1,g62,g29
