n0,g21,g99
n1,g48,g57
n2,g5,g51
n3,g49,g53
n4,g74,g95
n5,g78,g19
n6,g34,g94
n7,g32,g44
n8,g46,g23
n9,g12,g66
n10,g67,g24
n11,g7,g40
n12,g54,g46
n13,g76,g71
n14,g28,g61
n15,g3,g69
n16,g4,g49
n17,g35,g12
n18,g67,g59
n19,g52,g4
n20,g82,g59
n21,g97,g7
n22,g61,g27
n23,g40,g30
n24,g93,g79
n25,g30,g46
n26,g30,g74
n27,g23,g30
n28,g11,g66
n29,g49,g58
n30,g15,g98
n31,g7,g2
n32,g56,g65
n33,g52,g77
n34,g87,g4
n35,g79,g73
n36,g16,g51
n37,g89,g84
n38,g15,g33
n39,g66,g22
n40,g57,g51
n41,g82,g95
n42,g91,g5
n43,g87,g9
n44,g89,g81
n45,g43,g71
n46,g65,g11
n47,g81,g87
n48,g73,g65
n49,g18,g22
n50,g88,g10
