n0,g21,g98
n1,g83,g49
n2,g74,g79
n3,g2,g91
n4,g78,g16
n5,g41,g40
n6,g2,g62
n7,g59,g10
n8,g54,g96
n9,g72,g65
n10,g51,g35
n11,g46,g60
n12,g79,g36
n13,g15,g61
n14,g16,g40
n15,g92,g8
n16,g27,g95
n17,g62,g96
n18,g75,g33
n19,g30,g53
n20,g79,g29
n21,g24,g75
n22,g50,g68
n23,g92,g68
n24,g10,g97
n25,g75,g19
n26,g9,g18
n27,g82,g80
n28,g86,g4
n29,g92,g85
n30,g50,g59
n31,g80,g91
n32,g4,g70
n33,g85,g79
n34,g14,g74
n35,g28,g64
n36,g17,g77
n37,g13,g50
n38,g80,g45
n39,g75,g39
n40,g70,g17
n41,g25,g32
n42,g42,g49
n43,g49,g2
n44,g96,g70
n45,g71,g86
n46,g15,g62
n47,g72,g85
n48,g12,g2
n49,g93,g0
n50,g44,g10
n51,g51,g87
n52,g62,g26
