n0,g26,g51
n1,g71,g94
n2,g13,g12
n3,g49,g31
n4,g50,g7
n5,g15,g33
n6,g62,g21
n7,g18,g97
n8,g13,g49
n9,g37,g58
n10,g24,g9
n11,g92,g65
n12,g48,g5
n13,g27,g22
n14,g95,g25
n15,g25,g90
n16,g37,g73
n17,g24,g17
n18,g11,g8
n19,g24,g66
n20,g10,g65
n21,g42,g75
n22,g53,g35
n23,g73,g34
n24,g35,g92
n25,g85,g79
n26,g55,g66
n27,g75,g12
n28,g13,g44
n29,g4,g89
n30,g0,g77
n31,g34,g50
n32,g72,g43
n33,g96,g35
n34,g31,g56
n35,g56,g25
n36,g5,g39
n37,g62,g66
n38,g14,g79
n39,g35,g21
n40,g29,g93
n41,g17,g37
n42,g53,g18
n43,g49,g76
n44,g91,g52
n45,g40,g32
n46,g63,g47
n47,g34,g85
n48,g81,g94
n49,g21,g96
n50,g3,g1
n51,g81,g40
n52,g65,g73
