n0,g84,g61
n1,g21,g17
n2,g23,g73
n3,g34,g80
n4,g7,g91
n5,g43,g0
n6,g88,g28
n7,g62,g72
n8,g54,g18
n9,g41,g91
n10,g5,g76
n11,g51,g25
n12,g94,g8
n13,g89,g77
n14,g40,g10
n15,g70,g57
n16,g32,g42
n17,g83,g71
n18,g24,g13
n19,g7,g3
n20,g21,g45
n21,g97,g84
n22,g77,g29
n23,g82,g18
n24,g49,g82
n25,g59,g19
n26,g59,g30
n27,g75,g0
n28,g33,g50
n29,g13,g63
n30,g8,g56
n31,g56,g44
n32,g13,g82
n33,g18,g33
n34,g7,g17
n35,g81,g71
n36,g78,g52
n37,g77,g88
n38,g86,g69
n39,g71,g5
n40,g74,g85
n41,g59,g68
n42,g63,g11
n43,g8,g59
n44,g57,g39
n45,g48,g50
n46,g4,g95
n47,g71,g13
n48,g86,g6
n49,g27,g31
n50,g72,g1
n51,g43,g40
n52,g25,g8
n53,g29,g39
n54,g42,g81
n55,g62,g99
n56,g11,g80
n57,g20,g96
n58,g71,g22
