n0,g13,g81
n1,g33,g5
n2,g52,g20
n3,g82,g95
n4,g0,g54
n5,g18,g6
n6,g99,g12
n7,g44,g5
n8,g97,g94
n9,g35,g39
n10,g25,g8
n11,g55,g94
n12,g43,g91
n13,g20,g42
n14,g37,g10
n15,g14,g28
n16,g1,g2
n17,g14,g83
n18,g37,g52
n19,g16,g84
n20,g75,g10
n21,g72,g11
n22,g80,g39
n23,g29,g62
n24,g47,g95
n25,g61,g95
n26,g60,g3
n27,g4,g79
n28,g72,g17
n29,g68,g75
n30,g93,g55
n31,g62,g14
n32,g94,g21
n33,g43,g3
n34,g82,g73
n35,g89,g52
n36,g94,g31
n37,g40,g35
n38,g99,g62
n39,g21,g42
n40,g92,g74
n41,g54,g8
n42,g9,g90
n43,g18,g47
n44,g16,g73
n45,g58,g49
n46,g44,g68
n47,g99,g14
n48,g53,g78
n49,g91,g75
n50,g75,g6
n51,g43,g99
n52,g75,g97
n53,g57,g40
n54,g58,g24
n55,g57,g43
n56,g93,g38
n57,g5,g76
n58,g73,g77
n59,g81,g64
n60,g93,g63
n61,g91,g31
n62,g15,g69
n63,g57,g4
n64,g2,g84
