n0,g10,g47
n1,g62,g37
n2,g76,g7
n3,g9,g36
n4,g16,g7
n5,g84,g1
n6,g29,g37
n7,g31,g63
n8,g4,g6
n9,g91,g36
n10,g42,g51
n11,g29,g71
n12,g80,g97
n13,g0,g62
n14,g90,g0
n15,g53,g54
n16,g33,g69
n17,g21,g81
n18,g81,g52
n19,g60,g90
n20,g43,g99
n21,g88,g72
n22,g72,g32
n23,g96,g33
n24,g34,g6
n25,g11,g61
n26,g28,g85
n27,g60,g35
n28,g51,g12
n29,g55,g41
n30,g73,g7
n31,g76,g14
n32,g60,g36
n33,g5,g23
n34,g77,g86
n35,g75,g45
n36,g57,g41
n37,g1,g67
n38,g33,g84
n39,g31,g9
n40,g3,g28
n41,g40,g41
n42,g54,g25
n43,g42,g49
n44,g39,g32
n45,g7,g88
n46,g48,g96
n47,g48,g52
n48,g40,g57
n49,g21,g73
n50,g53,g50
n51,g82,g71
n52,g9,g80
n53,g90,g80
n54,g55,g79
n55,g54,g99
n56,g11,g7
n57,g58,g86
n58,g18,g95
n59,g18,g97
n60,g90,g63
