n0,g80,g10
n1,g84,g76
n2,g38,g75
n3,g72,g88
n4,g8,g70
n5,g79,g3
n6,g38,g40
n7,g12,g75
n8,g79,g7
n9,g79,g33
n10,g61,g23
n11,g23,g51
n12,g92,g20
n13,g52,g69
n14,g39,g90
n15,g24,g28
n16,g7,g22
n17,g0,g12
n18,g75,g22
n19,g75,g3
n20,g24,g31
n21,g41,g95
n22,g50,g59
n23,g38,g18
n24,g73,g61
n25,g71,g49
n26,g76,g23
n27,g65,g7
n28,g8,g39
n29,g50,g19
n30,g66,g34
n31,g39,g34
n32,g41,g20
n33,g46,g36
n34,g47,g73
n35,g10,g47
n36,g55,g4
n37,g37,g8
n38,g93,g53
n39,g14,g37
n40,g74,g34
n41,g35,g26
n42,g84,g53
n43,g73,g1
n44,g5,g88
n45,g79,g61
n46,g74,g69
n47,g54,g1
n48,g87,g27
n49,g15,g67
n50,g3,g41
n51,g72,g31
n52,g67,g95
n53,g62,g86
n54,g13,g34
n55,g58,g70
n56,g71,g93
n57,g67,g28
n58,g36,g21
n59,g49,g34
n60,g53,g79
