n0,g28,g37
n1,g60,g61
n2,g29,g40
n3,g81,g57
n4,g53,g61
n5,g80,g71
n6,g33,g13
n7,g72,g52
n8,g43,g38
n9,g89,g51
n10,g37,g17
n11,g68,g77
n12,g39,g82
n13,g61,g41
n14,g70,g89
n15,g2,g69
n16,g98,g89
n17,g76,g98
n18,g99,g82
n19,g78,g3
n20,g93,g29
n21,g25,g56
n22,g3,g62
n23,g68,g0
n24,g98,g0
n25,g71,g92
n26,g34,g74
n27,g32,g70
n28,g75,g31
n29,g0,g54
n30,g45,g2
n31,g40,g78
n32,g85,g12
n33,g26,g68
n34,g13,g15
n35,g75,g74
n36,g63,g61
n37,g54,g18
n38,g52,g92
n39,g82,g44
n40,g61,g59
n41,g72,g46
n42,g7,g14
n43,g40,g56
n44,g74,g51
n45,g87,g29
n46,g30,g62
n47,g47,g75
