n0,g31,g12
n1,g23,g60
n2,g3,g37
n3,g93,g35
n4,g68,g33
n5,g0,g99
n6,g33,g11
n7,g7,g78
n8,g19,g83
n9,g10,g73
n10,g61,g90
n11,g84,g23
n12,g77,g55
n13,g1,g6
n14,g67,g85
n15,g25,g62
n16,g99,g76
n17,g35,g69
n18,g70,g14
n19,g92,g90
n20,g87,g65
n21,g45,g95
n22,g99,g35
n23,g43,g7
n24,g63,g75
n25,g90,g39
n26,g27,g16
n27,g61,g2
n28,g46,g61
n29,g79,g1
n30,g17,g96
n31,g80,g99
n32,g30,g61
n33,g84,g32
n34,g85,g69
n35,g35,g96
n36,g55,g32
n37,g2,g18
n38,g98,g7
n39,g15,g59
n40,g3,g83
n41,g15,g98
n42,g85,g70
n43,g68,g31
n44,g34,g85
n45,g92,g62
n46,g32,g78
n47,g86,g34
n48,g0,g34
n49,g67,g64
n50,g19,g75
n51,g75,g39
n52,g22,g6
n53,g12,g83
n54,g54,g67
n55,g15,g79
n56,g8,g0
n57,g18,g52
n58,g35,g24
n59,g34,g93
n60,g2,g75
n61,g71,g84
n62,g30,g47
n63,g65,g1
