n0,g68,g92
n1,g48,g42
n2,g58,g40
n3,g43,g46
n4,g15,g56
n5,g63,g94
n6,g37,g71
n7,g12,g36
n8,g21,g59
n9,g1,g15
n10,g55,g44
n11,g44,g7
n12,g0,g58
n13,g1,g33
n14,g12,g39
n15,g64,g78
n16,g25,g4
n17,g20,g2
n18,g60,g49
n19,g85,g79
n20,g90,g31
n21,g50,g60
n22,g88,g71
n23,g9,g72
n24,g15,g90
n25,g66,g26
n26,g80,g5
n27,g51,g6
n28,g46,g69
n29,g25,g74
n30,g11,g44
n31,g67,g3
n32,g77,g50
n33,g45,g73
n34,g61,g25
n35,g72,g6
n36,g20,g79
n37,g30,g23
n38,g0,g5
n39,g41,g21
n40,g88,g39
n41,g34,g82
n42,g17,g34
n43,g90,g50
n44,g99,g61
n45,g13,g30
n46,g33,g37
n47,g35,g66
n48,g48,g91
n49,g17,g85
n50,g57,g20
n51,g58,g1
n52,g67,g35
n53,g78,g55
n54,g5,g66
n55,g77,g83
n56,g76,g45
n57,g7,g83
n58,g60,g68
n59,g69,g33
n60,g50,g31
n61,g1,g62
n62,g84,g64
n63,g52,g87
n64,g64,g29
n65,g21,g25
n66,g0,g65
n67,g89,g83
n68,g63,g77
n69,g98,g3
