n0,g2,g6
n1,g59,g11
n2,g54,g36
n3,g24,g34
n4,g63,g47
n5,g58,g4
n6,g52,g5
n7,g20,g98
n8,g49,g62
n9,g95,g96
n10,g76,g54
n11,g85,g24
n12,g33,g30
n13,g73,g2
n14,g29,g89
n15,g21,g67
n16,g72,g3
n17,g40,g49
n18,g13,g98
n19,g30,g50
n20,g36,g70
n21,g0,g26
n22,g41,g94
n23,g91,g18
n24,g32,g86
n25,g32,g21
n26,g64,g45
n27,g31,g58
n28,g3,g42
n29,g71,g30
n30,g24,g89
n31,g78,g76
n32,g90,g60
n33,g30,g9
n34,g68,g84
n35,g74,g88
n36,g19,g40
n37,g54,g94
n38,g77,g31
n39,g37,g52
n40,g13,g25
n41,g42,g33
n42,g86,g35
n43,g67,g64
n44,g39,g48
n45,g85,g28
n46,g78,g31
n47,g34,g99
n48,g8,g93
n49,g83,g9
n50,g79,g74
n51,g99,g82
n52,g42,g88
n53,g55,g48
n54,g41,g95
n55,g4,g79
n56,g51,g48
n57,g96,g50
n58,g66,g99
n59,g26,g99
n60,g49,g7
n61,g34,g77
n62,g71,g59
n63,g14,g35
n64,g21,g18
n65,g56,g98
n66,g30,g56
n67,g81,g75
n68,g97,g5
n69,g64,g12
