n0,g21,g3
n1,g82,g84
n2,g76,g56
n3,g8,g46
n4,g37,g2
n5,g1,g75
n6,g48,g55
n7,g78,g37
n8,g75,g67
n9,g36,g34
n10,g43,g6
n11,g20,g35
n12,g46,g15
n13,g5,g82
n14,g43,g75
n15,g0,g87
n16,g5,g54
n17,g44,g99
n18,g64,g6
n19,g45,g34
n20,g7,g92
n21,g46,g37
n22,g42,g94
n23,g43,g39
n24,g18,g81
n25,g99,g51
n26,g69,g11
n27,g58,g19
n28,g99,g97
n29,g0,g51
n30,g58,g98
n31,g23,g48
n32,g82,g14
n33,g10,g83
n34,g75,g80
n35,g75,g42
n36,g74,g79
n37,g70,g71
n38,g80,g28
n39,g44,g32
n40,g77,g19
n41,g26,g50
n42,g48,g53
n43,g63,g9
n44,g73,g32
n45,g90,g9
n46,g41,g54
n47,g47,g89
n48,g52,g65
n49,g33,g35
n50,g67,g23
n51,g14,g43
n52,g60,g95
n53,g31,g42
n54,g3,g61
n55,g28,g35
n56,g1,g47
n57,g79,g97
n58,g95,g49
n59,g97,g90
n60,g29,g18
n61,g53,g61
n62,g17,g25
n63,g72,g33
n64,g23,g94
n65,g67,g28
n66,g26,g5
n67,g65,g16
n68,g16,g84
n69,g35,g73
