n70,g89,g18
n6,g46,g26
n4,g73,g62
n22,g43,g97
n21,g51,g32
n60,g11,g84
n79,g41,g98
n74,g28,g94
n69,g31,g17
n28,g65,g68
n14,g92,g38
n45,g71,g9
n5,g91,g22
n23,g15,g89
n24,g77,g56
n17,g8,g82
n54,g82,g16
n77,g47,g4
n63,g41,g3
n9,g75,g66
n25,g68,g81
n10,g83,g0
n68,g13,g0
n34,g70,g83
n72,g45,g30
n73,g94,g44
n55,g82,g75
n44,g83,g49
n16,g68,g17
n80,g13,g15
n81,g27,g62
n75,g96,g10
n66,g10,g87
n47,g54,g5
n52,g94,g93
n59,g61,g14
n57,g54,g17
n71,g77,g5
n37,g60,g94
n31,g29,g77
n19,g5,g92
n46,g96,g39
n65,g18,g41
n85,g50,g26
n1,g53,g47
n84,g91,g46
n32,g12,g1
n26,g86,g79
n20,g63,g25
n53,g54,g19
n56,g9,g44
n76,g25,g59
n38,g55,g32
n13,g83,g93
n67,g79,g11
n41,g27,g63
n18,g40,g58
n11,g57,g85
n30,g57,g37
n35,g88,g33
n8,g92,g59
n83,g47,g58
n39,g66,g35
n33,g70,g51
n27,g3,g17
n50,g57,g52
n12,g95,g74
n82,g3,g11
n0,g69,g82
n43,g64,g10
n58,g15,g46
n36,g55,g88
n42,g37,g27
n61,g59,g55
n78,g45,g52
n3,g5,g75
n29,g19,g94
n49,g95,g80
n86,g40,g46
n62,g93,g81
n40,g0,g59
n51,g45,g17
n7,g28,g81
n15,g51,g52
n48,g87,g51
n64,g7,g8
n2,g96,g12
