n70,g16,g65
n65,g11,g77
n6,g37,g22
n35,g69,g26
n4,g10,g19
n32,g39,g10
n72,g27,g50
n74,g31,g94
n26,g68,g15
n21,g90,g14
n60,g59,g57
n20,g81,g22
n73,g47,g78
n51,g94,g26
n69,g22,g66
n71,g45,g74
n28,g81,g60
n77,g55,g19
n14,g65,g53
n45,g34,g5
n39,g50,g16
n5,g15,g47
n23,g20,g10
n24,g24,g46
n54,g51,g18
n16,g7,g40
n17,g5,g30
n18,g93,g64
n63,g51,g96
n9,g3,g99
n25,g79,g35
n30,g74,g94
n31,g36,g43
n10,g79,g42
n43,g22,g88
n68,g83,g74
n34,g86,g41
n8,g69,g17
n53,g47,g11
n55,g54,g15
n38,g79,g20
n33,g35,g45
n62,g92,g47
n11,g64,g58
n27,g40,g30
n50,g48,g66
n44,g86,g96
n12,g91,g97
n67,g58,g30
n75,g40,g46
n0,g17,g74
n22,g23,g49
n58,g55,g50
n36,g45,g86
n42,g30,g16
n61,g51,g80
n3,g87,g88
n29,g40,g77
n47,g35,g92
n49,g62,g35
n52,g95,g56
n59,g53,g26
n57,g46,g31
n66,g82,g71
n37,g90,g55
n13,g92,g8
n40,g23,g29
n19,g18,g40
n46,g4,g24
n7,g94,g59
n15,g25,g78
n48,g63,g51
n41,g68,g88
n76,g94,g52
n64,g17,g51
n56,g74,g10
n2,g73,g85
n1,g95,g20
