n70,g26,g29
n6,g34,g23
n4,g70,g71
n22,g78,g69
n21,g91,g10
n60,g71,g38
n79,g28,g66
n74,g16,g89
n69,g14,g16
n28,g79,g54
n14,g22,g86
n45,g78,g73
n5,g48,g80
n23,g14,g19
n24,g9,g64
n17,g79,g2
n54,g1,g99
n77,g41,g45
n63,g36,g46
n9,g97,g77
n25,g48,g31
n87,g95,g74
n10,g65,g9
n68,g27,g58
n34,g27,g11
n72,g85,g5
n73,g29,g19
n55,g59,g93
n44,g50,g64
n16,g13,g76
n80,g96,g30
n81,g78,g33
n75,g4,g95
n66,g14,g4
n47,g21,g77
n52,g75,g47
n59,g1,g44
n57,g18,g80
n71,g17,g89
n37,g0,g46
n31,g76,g81
n19,g48,g32
n46,g98,g30
n65,g58,g59
n85,g53,g1
n1,g10,g0
n84,g36,g22
n32,g97,g87
n26,g48,g43
n20,g70,g82
n53,g49,g28
n56,g48,g66
n76,g86,g8
n38,g6,g64
n13,g80,g8
n67,g39,g41
n41,g60,g71
n18,g5,g22
n11,g97,g61
n30,g45,g55
n35,g6,g54
n8,g17,g87
n83,g1,g28
n39,g41,g95
n33,g64,g24
n27,g58,g80
n50,g93,g57
n12,g9,g17
n82,g3,g16
n0,g9,g59
n43,g37,g58
n58,g62,g15
n36,g55,g15
n42,g12,g61
n61,g27,g18
n78,g62,g46
n3,g3,g35
n29,g30,g88
n49,g31,g38
n86,g62,g84
n62,g21,g23
n40,g79,g64
n51,g14,g53
n7,g15,g7
n15,g97,g5
n48,g32,g95
n64,g83,g15
n2,g19,g94
