n0,g25,g4
n1,g86,g99
n2,g20,g66
n3,g75,g60
n4,g3,g42
n5,g53,g48
n6,g81,g16
n7,g3,g27
n8,g69,g88
n9,g8,g1
n10,g60,g87
n11,g71,g82
n12,g49,g28
n13,g73,g28
n14,g31,g81
n15,g44,g19
n16,g5,g90
n17,g97,g34
n18,g40,g96
n19,g93,g21
n20,g89,g53
n21,g49,g8
n22,g34,g17
n23,g68,g20
n24,g69,g8
n25,g48,g76
n26,g92,g19
n27,g46,g55
n28,g2,g18
n29,g34,g21
n30,g15,g70
n31,g17,g86
n32,g39,g45
n33,g49,g75
n34,g37,g50
n35,g58,g27
n36,g19,g50
n37,g2,g33
n38,g99,g93
n39,g67,g59
n40,g18,g83
n41,g37,g18
n42,g69,g1
n43,g10,g40
n44,g77,g33
n45,g13,g75
n46,g74,g8
n47,g33,g10
