n70,g82,g12
n65,g15,g61
n6,g75,g16
n35,g15,g88
n4,g27,g35
n32,g41,g0
n72,g59,g41
n83,g72,g83
n74,g35,g14
n26,g93,g8
n21,g75,g73
n60,g61,g82
n20,g44,g59
n73,g12,g95
n51,g17,g43
n69,g92,g69
n71,g30,g55
n28,g52,g25
n77,g39,g87
n14,g15,g52
n45,g56,g25
n39,g84,g3
n5,g21,g83
n23,g97,g57
n24,g27,g6
n54,g62,g35
n16,g21,g40
n82,g51,g79
n17,g77,g13
n18,g26,g37
n63,g69,g61
n9,g23,g36
n25,g89,g49
n30,g30,g93
n31,g1,g48
n10,g40,g8
n43,g27,g78
n68,g10,g49
n34,g30,g19
n8,g22,g5
n79,g2,g59
n53,g37,g51
n55,g58,g2
n38,g2,g13
n33,g54,g78
n62,g87,g41
n11,g17,g64
n27,g77,g24
n50,g53,g98
n44,g57,g71
n12,g72,g41
n67,g22,g75
n75,g91,g24
n80,g20,g52
n0,g86,g32
n22,g37,g35
n81,g74,g48
n58,g61,g89
n36,g6,g42
n42,g3,g40
n61,g76,g14
n78,g49,g23
n3,g18,g59
n29,g4,g22
n47,g11,g47
n49,g10,g30
n52,g85,g19
n59,g21,g34
n57,g55,g14
n66,g50,g63
n37,g56,g0
n13,g29,g38
n40,g59,g46
n19,g52,g60
n46,g68,g8
n7,g84,g49
n15,g55,g20
n48,g18,g84
n41,g1,g63
n76,g77,g71
n64,g26,g19
n56,g85,g73
n2,g52,g4
n1,g1,g87
