n0,g87,g37
n1,g38,g61
n2,g75,g54
n3,g51,g87
n4,g30,g26
n5,g66,g9
n6,g97,g69
n7,g99,g6
n8,g63,g76
n9,g5,g32
n10,g70,g71
n11,g70,g68
n12,g5,g46
n13,g45,g90
n14,g40,g3
n15,g18,g36
n16,g5,g3
n17,g29,g71
n18,g55,g47
n19,g47,g80
n20,g74,g71
n21,g60,g77
n22,g15,g10
n23,g12,g26
n24,g47,g57
n25,g16,g76
n26,g27,g43
n27,g9,g51
n28,g93,g73
n29,g68,g56
n30,g99,g5
n31,g28,g17
n32,g67,g6
n33,g27,g64
n34,g8,g20
n35,g73,g76
n36,g12,g70
n37,g53,g54
n38,g75,g0
n39,g6,g40
n40,g75,g53
n41,g98,g69
n42,g12,g84
n43,g46,g18
n44,g78,g95
n45,g21,g41
n46,g13,g63
n47,g35,g11
n48,g80,g74
n49,g96,g15
n50,g26,g53
