n0,g25,g22
n1,g24,g1
n2,g85,g90
n3,g44,g91
n4,g34,g25
n5,g8,g50
n6,g63,g46
n7,g15,g5
n8,g17,g80
n9,g32,g69
n10,g31,g75
n11,g91,g89
n12,g59,g11
n13,g75,g22
n14,g21,g16
n15,g18,g59
n16,g75,g29
n17,g89,g59
n18,g90,g84
n19,g57,g98
n20,g83,g61
n21,g99,g23
n22,g46,g85
n23,g26,g54
n24,g74,g32
n25,g43,g87
n26,g17,g91
n27,g82,g20
n28,g18,g8
n29,g52,g65
n30,g89,g62
n31,g48,g56
n32,g98,g1
n33,g54,g42
n34,g8,g56
n35,g34,g53
n36,g48,g17
n37,g79,g76
n38,g3,g30
n39,g56,g68
n40,g43,g21
n41,g5,g29
n42,g74,g98
n43,g34,g78
n44,g54,g69
n45,g98,g79
n46,g4,g44
n47,g84,g41
n48,g42,g48
n49,g19,g92
n50,g27,g96
