n0,g14,g8
n1,g7,g88
n2,g75,g65
n3,g30,g95
n4,g66,g54
n5,g41,g18
n6,g45,g43
n7,g12,g7
n8,g99,g62
n9,g34,g53
n10,g21,g53
n11,g89,g51
n12,g89,g98
n13,g48,g68
n14,g65,g96
n15,g75,g2
n16,g44,g41
n17,g94,g65
n18,g98,g26
n19,g26,g29
n20,g22,g48
n21,g93,g24
n22,g34,g47
n23,g73,g29
n24,g18,g73
n25,g94,g77
n26,g2,g25
n27,g81,g85
n28,g57,g78
n29,g65,g68
n30,g4,g33
n31,g20,g11
n32,g97,g33
n33,g31,g80
n34,g91,g73
n35,g54,g56
n36,g21,g89
n37,g58,g78
n38,g49,g91
n39,g58,g99
n40,g54,g20
n41,g51,g79
n42,g50,g74
n43,g95,g76
n44,g35,g40
n45,g54,g39
n46,g78,g53
n47,g59,g5
