n0,g73,g0
n1,g10,g65
n2,g62,g90
n3,g34,g38
n4,g93,g40
n5,g86,g77
n6,g72,g40
n7,g27,g57
n8,g50,g7
n9,g70,g75
n10,g99,g68
n11,g23,g21
n12,g98,g44
n13,g78,g53
n14,g60,g76
n15,g72,g26
n16,g0,g40
n17,g49,g71
n18,g77,g73
n19,g17,g22
n20,g30,g9
n21,g24,g22
n22,g16,g11
n23,g14,g24
n24,g70,g21
n25,g93,g67
n26,g89,g42
n27,g6,g29
n28,g96,g10
n29,g53,g77
n30,g91,g73
n31,g45,g48
n32,g4,g47
n33,g88,g42
n34,g42,g96
n35,g85,g98
n36,g81,g29
n37,g51,g10
n38,g74,g4
n39,g37,g56
n40,g17,g74
n41,g66,g42
n42,g0,g75
n43,g14,g3
n44,g10,g62
n45,g41,g27
n46,g84,g66
n47,g81,g33
n48,g83,g21
n49,g82,g96
n50,g46,g8
n51,g42,g70
n52,g62,g98
n53,g41,g68
n54,g89,g25
n55,g37,g64
n56,g51,g38
n57,g74,g55
