n70,g67,g34
n6,g53,g21
n4,g6,g79
n22,g51,g94
n21,g59,g10
n60,g27,g54
n79,g33,g99
n74,g13,g48
n69,g71,g79
n28,g2,g42
n14,g44,g45
n45,g12,g56
n5,g14,g50
n23,g85,g99
n24,g79,g21
n17,g13,g44
n54,g24,g1
n77,g38,g71
n63,g56,g39
n9,g25,g2
n25,g94,g21
n10,g83,g71
n68,g33,g44
n34,g52,g42
n72,g68,g18
n73,g64,g50
n55,g44,g48
n44,g9,g90
n16,g34,g19
n80,g31,g99
n81,g50,g4
n75,g58,g14
n66,g35,g47
n47,g13,g60
n52,g62,g59
n59,g47,g71
n57,g60,g71
n71,g38,g78
n37,g2,g0
n31,g86,g17
n19,g87,g9
n46,g79,g81
n65,g37,g63
n85,g85,g73
n1,g57,g8
n84,g47,g59
n32,g93,g4
n26,g36,g89
n20,g17,g13
n53,g44,g28
n56,g88,g31
n76,g35,g83
n38,g21,g59
n13,g6,g74
n67,g50,g24
n41,g22,g14
n18,g30,g70
n11,g97,g72
n30,g68,g77
n35,g75,g80
n8,g78,g0
n83,g15,g6
n39,g83,g23
n33,g58,g5
n27,g75,g55
n50,g62,g68
n12,g54,g47
n82,g23,g51
n0,g1,g55
n43,g16,g57
n58,g72,g42
n36,g30,g61
n42,g43,g77
n61,g85,g3
n78,g15,g70
n3,g16,g18
n29,g93,g8
n49,g78,g18
n86,g43,g24
n62,g99,g21
n40,g91,g83
n51,g4,g68
n7,g65,g2
n15,g40,g36
n48,g1,g15
n64,g72,g7
n2,g56,g27
