n0,g80,g6
n1,g65,g12
n2,g88,g98
n3,g52,g67
n4,g78,g44
n5,g92,g30
n6,g76,g34
n7,g27,g0
n8,g76,g22
n9,g84,g8
n10,g32,g2
n11,g6,g54
n12,g82,g63
n13,g16,g68
n14,g74,g96
n15,g76,g83
n16,g92,g82
n17,g3,g91
n18,g40,g51
n19,g23,g36
n20,g2,g80
n21,g96,g11
n22,g49,g3
n23,g77,g94
n24,g54,g89
n25,g78,g35
n26,g26,g13
n27,g7,g33
n28,g45,g70
n29,g56,g59
n30,g50,g57
n31,g34,g53
n32,g10,g41
n33,g57,g34
n34,g57,g89
n35,g98,g28
n36,g97,g50
n37,g31,g10
n38,g42,g32
n39,g65,g96
n40,g90,g69
n41,g39,g23
n42,g0,g70
n43,g33,g49
n44,g17,g16
n45,g69,g8
n46,g91,g52
n47,g92,g45
n48,g47,g20
n49,g47,g3
n50,g43,g34
n51,g89,g46
n52,g12,g49
n53,g60,g74
n54,g37,g3
n55,g16,g76
n56,g31,g98
n57,g29,g2
n58,g18,g84
n59,g33,g93
