n70,g70,g71
n65,g50,g74
n6,g69,g51
n35,g29,g67
n4,g39,g37
n32,g76,g73
n72,g94,g85
n83,g90,g31
n74,g45,g67
n26,g41,g30
n21,g40,g65
n60,g25,g35
n20,g10,g52
n73,g56,g70
n51,g77,g40
n69,g60,g48
n71,g71,g95
n28,g86,g9
n77,g28,g46
n14,g41,g9
n45,g17,g69
n39,g44,g70
n5,g13,g45
n23,g75,g86
n24,g87,g22
n54,g24,g25
n16,g80,g89
n82,g3,g45
n17,g29,g98
n18,g82,g28
n63,g39,g7
n9,g50,g22
n25,g89,g50
n30,g92,g40
n31,g67,g7
n10,g67,g14
n43,g3,g92
n68,g24,g39
n34,g25,g18
n8,g1,g41
n79,g64,g2
n53,g0,g22
n55,g45,g43
n38,g2,g48
n33,g61,g40
n62,g17,g21
n11,g43,g22
n27,g14,g22
n50,g5,g19
n44,g8,g59
n12,g9,g74
n67,g79,g65
n75,g1,g17
n80,g54,g42
n0,g80,g23
n22,g5,g80
n81,g2,g18
n58,g61,g13
n36,g2,g78
n42,g65,g32
n61,g21,g53
n78,g48,g92
n3,g55,g6
n29,g21,g13
n47,g69,g86
n49,g47,g94
n52,g63,g2
n59,g37,g38
n57,g82,g3
n66,g66,g28
n37,g57,g86
n13,g66,g68
n40,g41,g75
n19,g37,g68
n46,g3,g56
n7,g16,g58
n15,g15,g7
n48,g85,g41
n41,g79,g85
n76,g3,g54
n64,g21,g72
n56,g18,g91
n2,g59,g29
n1,g4,g49
