n70,g33,g68
n65,g43,g16
n6,g97,g63
n35,g29,g14
n4,g53,g25
n32,g54,g91
n72,g41,g80
n83,g34,g42
n74,g26,g8
n26,g85,g75
n21,g20,g27
n60,g75,g22
n20,g72,g64
n73,g5,g92
n51,g54,g70
n69,g30,g11
n71,g18,g32
n28,g85,g43
n77,g69,g93
n14,g31,g3
n45,g67,g11
n39,g29,g10
n5,g57,g35
n23,g40,g4
n24,g43,g54
n54,g51,g58
n16,g81,g58
n82,g71,g42
n17,g18,g20
n18,g88,g54
n63,g27,g16
n9,g26,g67
n25,g30,g96
n30,g38,g71
n31,g99,g87
n10,g66,g97
n43,g26,g89
n68,g85,g73
n34,g56,g92
n8,g61,g22
n79,g83,g43
n53,g10,g95
n55,g59,g39
n38,g52,g29
n33,g87,g85
n62,g83,g41
n11,g83,g23
n27,g93,g82
n50,g61,g84
n44,g93,g22
n12,g47,g6
n67,g4,g19
n75,g56,g70
n80,g99,g83
n0,g8,g86
n22,g42,g78
n81,g60,g14
n58,g61,g82
n36,g89,g99
n42,g27,g24
n61,g5,g31
n78,g26,g23
n3,g92,g55
n29,g93,g14
n47,g5,g80
n49,g71,g72
n52,g63,g13
n59,g78,g87
n57,g77,g2
n66,g50,g93
n37,g43,g64
n13,g46,g34
n40,g50,g34
n19,g75,g44
n46,g48,g98
n7,g30,g85
n15,g39,g64
n48,g0,g14
n41,g94,g65
n76,g28,g35
n64,g6,g51
n56,g53,g61
n2,g15,g95
n1,g31,g17
