n0,g28,g94
n1,g43,g3
n2,g19,g41
n3,g64,g11
n4,g8,g61
n5,g51,g74
n6,g35,g7
n7,g56,g36
n8,g71,g32
n9,g69,g10
n10,g35,g27
n11,g98,g39
n12,g15,g13
n13,g51,g87
n14,g56,g52
n15,g50,g51
n16,g1,g35
n17,g88,g83
n18,g49,g97
n19,g34,g70
n20,g29,g98
n21,g46,g68
n22,g70,g7
n23,g6,g76
n24,g64,g75
n25,g0,g19
n26,g69,g71
n27,g9,g43
n28,g19,g77
n29,g71,g37
n30,g57,g41
n31,g10,g62
n32,g5,g82
n33,g84,g38
n34,g74,g93
n35,g5,g73
n36,g85,g74
n37,g26,g92
n38,g48,g46
n39,g9,g86
n40,g52,g83
n41,g49,g0
n42,g71,g72
n43,g43,g37
n44,g2,g83
n45,g95,g77
n46,g51,g64
n47,g98,g60
n48,g56,g15
