n0,g44,g12
n1,g97,g76
n2,g57,g63
n3,g23,g37
n4,g23,g57
n5,g32,g8
n6,g23,g81
n7,g19,g58
n8,g26,g80
n9,g86,g11
n10,g88,g4
n11,g16,g76
n12,g17,g13
n13,g39,g89
n14,g56,g1
n15,g25,g95
n16,g47,g43
n17,g46,g15
n18,g40,g45
n19,g13,g11
n20,g43,g18
n21,g97,g74
n22,g99,g58
n23,g89,g25
n24,g61,g65
n25,g96,g4
n26,g78,g50
n27,g70,g54
n28,g11,g32
n29,g14,g21
n30,g41,g43
n31,g24,g92
n32,g16,g91
n33,g90,g20
n34,g30,g89
n35,g1,g5
n36,g85,g29
n37,g50,g37
n38,g57,g17
n39,g6,g63
n40,g49,g84
n41,g30,g86
n42,g27,g81
n43,g78,g96
n44,g58,g80
n45,g96,g63
n46,g20,g56
n47,g22,g87
n48,g56,g81
n49,g25,g96
n50,g9,g34
n51,g62,g72
n52,g23,g71
n53,g73,g19
n54,g10,g31
n55,g38,g83
n56,g25,g8
n57,g63,g79
n58,g6,g72
