n70,g84,g45
n65,g48,g4
n6,g18,g33
n35,g29,g35
n4,g64,g54
n32,g10,g6
n72,g78,g76
n74,g20,g89
n26,g81,g79
n21,g92,g4
n60,g26,g68
n20,g28,g6
n73,g36,g88
n51,g48,g20
n69,g40,g75
n71,g96,g1
n28,g78,g74
n14,g97,g29
n45,g25,g55
n39,g23,g48
n5,g46,g89
n23,g83,g22
n24,g24,g42
n54,g99,g12
n16,g69,g63
n17,g29,g74
n18,g6,g22
n63,g39,g9
n9,g39,g16
n25,g37,g36
n30,g19,g93
n31,g72,g98
n10,g53,g64
n43,g30,g60
n68,g52,g90
n34,g41,g95
n8,g9,g4
n53,g78,g59
n55,g3,g49
n38,g60,g53
n33,g55,g35
n62,g76,g55
n11,g95,g65
n27,g22,g42
n50,g23,g59
n44,g66,g15
n12,g10,g15
n67,g66,g1
n0,g38,g99
n22,g28,g81
n58,g71,g97
n36,g77,g97
n42,g24,g0
n61,g20,g1
n3,g16,g56
n29,g72,g86
n47,g46,g28
n49,g72,g99
n52,g47,g35
n59,g93,g42
n57,g0,g15
n66,g79,g51
n37,g59,g33
n13,g67,g6
n40,g11,g5
n19,g42,g99
n46,g92,g10
n7,g94,g54
n15,g87,g24
n48,g3,g5
n41,g37,g96
n64,g68,g89
n56,g46,g11
n2,g11,g78
n1,g27,g72
