n0,g52,g89
n1,g99,g39
n2,g80,g10
n3,g55,g20
n4,g34,g28
n5,g30,g70
n6,g73,g76
n7,g13,g17
n8,g60,g67
n9,g35,g58
n10,g29,g30
n11,g37,g23
n12,g93,g69
n13,g14,g93
n14,g27,g38
n15,g43,g69
n16,g11,g56
n17,g32,g1
n18,g78,g80
n19,g1,g6
n20,g13,g33
n21,g31,g95
n22,g34,g39
n23,g50,g86
n24,g1,g98
n25,g43,g50
n26,g97,g20
n27,g49,g66
n28,g44,g41
n29,g23,g31
n30,g50,g85
n31,g64,g2
n32,g35,g11
n33,g72,g55
n34,g18,g91
n35,g28,g83
n36,g93,g6
n37,g32,g40
n38,g43,g68
n39,g14,g97
n40,g38,g25
n41,g85,g56
n42,g94,g99
n43,g27,g70
n44,g94,g40
n45,g87,g52
n46,g49,g12
n47,g85,g83
n48,g8,g70
n49,g69,g41
n50,g91,g74
n51,g45,g95
n52,g20,g70
n53,g23,g8
n54,g75,g57
n55,g36,g92
n56,g69,g7
n57,g5,g48
n58,g72,g63
n59,g81,g61
n60,g33,g51
n61,g81,g11
n62,g65,g97
n63,g96,g3
n64,g85,g90
n65,g63,g53
n66,g63,g6
n67,g64,g61
