n70,g51,g53
n65,g69,g3
n6,g65,g42
n35,g55,g17
n4,g0,g28
n32,g61,g23
n72,g48,g38
n74,g16,g55
n26,g20,g62
n21,g53,g66
n60,g39,g7
n20,g17,g4
n73,g85,g87
n51,g8,g99
n69,g47,g80
n71,g40,g5
n28,g63,g81
n77,g26,g89
n14,g47,g1
n45,g10,g46
n39,g5,g70
n5,g59,g11
n23,g67,g39
n24,g63,g48
n54,g25,g67
n16,g18,g0
n17,g25,g57
n18,g24,g88
n63,g82,g58
n9,g8,g68
n25,g76,g58
n30,g69,g97
n31,g81,g25
n10,g94,g98
n43,g19,g49
n68,g45,g59
n34,g46,g68
n8,g18,g5
n79,g49,g84
n53,g27,g11
n55,g13,g50
n38,g2,g78
n33,g61,g4
n62,g38,g4
n11,g33,g21
n27,g27,g22
n50,g68,g98
n44,g94,g34
n12,g85,g54
n67,g92,g29
n75,g72,g1
n0,g67,g93
n22,g23,g56
n58,g95,g28
n36,g80,g36
n42,g99,g52
n61,g21,g41
n78,g97,g84
n3,g65,g56
n29,g18,g9
n47,g90,g69
n49,g77,g99
n52,g85,g94
n59,g41,g44
n57,g79,g11
n66,g6,g77
n37,g55,g27
n13,g38,g10
n40,g63,g73
n19,g83,g16
n46,g56,g2
n7,g40,g64
n15,g89,g48
n48,g95,g59
n41,g85,g40
n76,g2,g7
n64,g50,g71
n56,g46,g96
n2,g40,g10
n1,g85,g90
