n0,g5,g96
n1,g34,g40
n2,g88,g56
n3,g38,g70
n4,g82,g16
n5,g63,g43
n6,g38,g23
n7,g45,g33
n8,g33,g26
n9,g51,g48
n10,g69,g16
n11,g76,g73
n12,g10,g27
n13,g90,g87
n14,g93,g49
n15,g2,g21
n16,g35,g23
n17,g94,g32
n18,g28,g19
n19,g19,g77
n20,g97,g27
n21,g97,g38
n22,g99,g70
n23,g7,g23
n24,g26,g55
n25,g16,g67
n26,g19,g69
n27,g41,g27
n28,g82,g31
n29,g82,g5
n30,g18,g10
n31,g71,g45
n32,g41,g73
n33,g9,g42
n34,g34,g70
n35,g66,g1
n36,g92,g51
n37,g49,g84
n38,g43,g14
n39,g40,g64
n40,g75,g63
n41,g94,g12
n42,g11,g71
n43,g35,g78
n44,g70,g89
n45,g89,g32
n46,g70,g23
n47,g2,g83
n48,g18,g53
n49,g66,g52
n50,g61,g24
n51,g99,g79
n52,g0,g17
n53,g95,g16
n54,g67,g65
n55,g48,g68
n56,g59,g82
n57,g55,g90
n58,g74,g80
n59,g46,g12
n60,g40,g89
n61,g28,g6
