n70,g87,g23
n65,g86,g39
n6,g61,g99
n35,g19,g90
n4,g38,g65
n32,g92,g93
n72,g7,g78
n26,g13,g75
n21,g56,g26
n60,g0,g40
n20,g43,g78
n51,g64,g29
n69,g50,g63
n71,g42,g30
n28,g6,g98
n14,g55,g60
n45,g45,g4
n39,g94,g50
n5,g5,g39
n23,g16,g79
n24,g86,g51
n54,g25,g85
n16,g73,g41
n17,g45,g34
n18,g71,g74
n63,g68,g21
n9,g85,g41
n25,g67,g96
n30,g43,g25
n31,g56,g36
n10,g29,g17
n43,g23,g22
n68,g17,g92
n34,g26,g87
n8,g15,g49
n53,g46,g85
n55,g2,g34
n38,g75,g36
n33,g67,g25
n62,g28,g77
n11,g37,g49
n27,g56,g9
n50,g9,g55
n44,g31,g53
n12,g86,g15
n67,g78,g30
n0,g96,g12
n22,g19,g95
n58,g81,g29
n36,g34,g44
n42,g90,g88
n61,g55,g53
n3,g50,g91
n29,g68,g80
n47,g30,g46
n49,g95,g13
n52,g77,g52
n59,g53,g54
n57,g28,g66
n66,g45,g41
n37,g56,g98
n13,g91,g90
n40,g93,g11
n19,g76,g54
n46,g82,g44
n7,g98,g72
n15,g25,g72
n48,g54,g20
n41,g72,g87
n64,g44,g74
n56,g69,g1
n2,g7,g77
n1,g9,g74
