n70,g50,g30
n65,g67,g87
n6,g41,g64
n35,g27,g89
n4,g23,g44
n32,g64,g33
n72,g47,g35
n26,g55,g15
n21,g3,g19
n60,g74,g38
n20,g59,g5
n51,g18,g6
n69,g84,g40
n71,g2,g47
n28,g35,g29
n14,g52,g43
n45,g17,g81
n39,g13,g24
n5,g54,g13
n23,g49,g7
n24,g4,g25
n54,g75,g44
n16,g24,g46
n17,g14,g93
n18,g31,g56
n63,g75,g23
n9,g20,g42
n25,g97,g82
n30,g66,g34
n31,g14,g70
n10,g11,g36
n43,g55,g63
n68,g93,g8
n34,g41,g12
n8,g31,g71
n53,g3,g63
n55,g92,g94
n38,g22,g3
n33,g37,g90
n62,g45,g11
n11,g14,g78
n27,g3,g39
n50,g0,g80
n44,g49,g14
n12,g18,g64
n67,g21,g80
n0,g20,g96
n22,g82,g87
n58,g9,g71
n36,g46,g39
n42,g45,g62
n61,g7,g94
n3,g80,g9
n29,g4,g9
n47,g92,g70
n49,g37,g68
n52,g49,g46
n59,g37,g67
n57,g70,g69
n66,g38,g78
n37,g36,g37
n13,g13,g91
n40,g13,g69
n19,g22,g5
n46,g71,g0
n7,g75,g76
n15,g29,g79
n48,g80,g14
n41,g73,g50
n64,g85,g24
n56,g86,g50
n2,g29,g86
n1,g76,g0
