n70,g58,g44
n65,g8,g41
n6,g97,g52
n35,g91,g22
n4,g36,g78
n32,g19,g23
n26,g20,g72
n21,g0,g23
n60,g97,g87
n20,g22,g64
n51,g18,g42
n69,g21,g15
n28,g24,g19
n14,g38,g47
n45,g26,g13
n39,g8,g77
n5,g44,g3
n23,g4,g47
n24,g45,g84
n54,g9,g41
n16,g71,g10
n17,g24,g21
n18,g62,g99
n63,g10,g36
n9,g35,g66
n25,g95,g91
n30,g68,g64
n31,g0,g54
n10,g85,g56
n43,g45,g31
n68,g40,g66
n34,g27,g25
n8,g9,g15
n53,g56,g76
n55,g82,g49
n38,g68,g93
n33,g40,g51
n62,g91,g21
n11,g95,g72
n27,g36,g81
n50,g49,g41
n44,g74,g40
n12,g85,g1
n67,g93,g13
n0,g3,g81
n22,g73,g49
n58,g62,g94
n36,g35,g84
n42,g15,g33
n61,g98,g27
n3,g30,g97
n29,g75,g76
n47,g88,g57
n49,g13,g20
n52,g74,g4
n59,g98,g61
n57,g67,g95
n66,g31,g19
n37,g48,g54
n13,g77,g87
n40,g26,g36
n19,g43,g12
n46,g63,g78
n7,g50,g26
n15,g93,g17
n48,g26,g56
n41,g46,g39
n64,g49,g75
n56,g16,g97
n2,g96,g9
n1,g68,g57
