n70,g81,g35
n65,g94,g3
n6,g67,g23
n35,g90,g10
n4,g66,g34
n32,g34,g26
n72,g98,g88
n74,g91,g89
n26,g79,g29
n21,g64,g56
n60,g64,g39
n20,g35,g77
n73,g92,g21
n51,g37,g42
n69,g47,g64
n71,g13,g52
n28,g97,g56
n77,g91,g18
n14,g77,g64
n45,g26,g92
n39,g35,g53
n5,g68,g3
n23,g92,g64
n24,g28,g0
n54,g53,g36
n16,g9,g55
n17,g50,g80
n18,g95,g22
n63,g75,g39
n9,g52,g36
n25,g42,g13
n30,g0,g22
n31,g98,g15
n10,g8,g82
n43,g75,g76
n68,g9,g51
n34,g75,g73
n8,g84,g10
n53,g32,g89
n55,g0,g54
n38,g65,g89
n33,g20,g10
n62,g13,g57
n11,g27,g77
n27,g31,g46
n50,g86,g20
n44,g7,g10
n12,g11,g62
n67,g1,g45
n75,g85,g96
n0,g3,g27
n22,g28,g38
n58,g14,g26
n36,g37,g91
n42,g91,g30
n61,g18,g65
n78,g97,g27
n3,g71,g57
n29,g99,g7
n47,g77,g84
n49,g25,g90
n52,g22,g60
n59,g63,g99
n57,g90,g61
n66,g35,g12
n37,g4,g98
n13,g20,g95
n40,g13,g6
n19,g0,g76
n46,g54,g32
n7,g31,g19
n15,g38,g47
n48,g26,g59
n41,g63,g9
n76,g29,g37
n64,g46,g51
n56,g63,g20
n2,g56,g52
n1,g65,g17
