n70,g29,g73
n65,g31,g23
n6,g28,g32
n35,g75,g15
n4,g5,g6
n32,g97,g53
n72,g11,g53
n83,g68,g18
n74,g68,g65
n26,g76,g80
n21,g35,g40
n60,g84,g66
n20,g20,g74
n73,g83,g93
n51,g60,g45
n69,g54,g46
n71,g41,g72
n28,g88,g46
n77,g70,g54
n14,g60,g85
n45,g31,g40
n39,g70,g90
n5,g12,g56
n23,g46,g53
n24,g41,g82
n54,g81,g39
n16,g27,g7
n82,g12,g41
n17,g33,g12
n18,g91,g61
n63,g17,g40
n9,g61,g81
n25,g68,g62
n30,g15,g7
n31,g7,g59
n10,g33,g61
n43,g19,g12
n68,g50,g32
n34,g66,g90
n8,g84,g63
n79,g78,g65
n53,g10,g38
n55,g56,g57
n38,g41,g64
n33,g87,g75
n62,g52,g36
n11,g86,g76
n27,g39,g46
n50,g61,g59
n44,g73,g5
n12,g91,g16
n67,g71,g37
n75,g62,g8
n80,g78,g41
n0,g1,g67
n22,g43,g14
n81,g73,g21
n58,g68,g29
n36,g6,g56
n42,g76,g96
n61,g57,g37
n78,g68,g71
n3,g64,g19
n29,g53,g51
n47,g96,g66
n49,g87,g57
n52,g74,g62
n59,g36,g38
n57,g83,g33
n66,g78,g33
n37,g66,g28
n13,g70,g39
n40,g42,g47
n19,g61,g95
n46,g5,g60
n7,g4,g51
n15,g71,g8
n48,g63,g71
n41,g77,g82
n76,g62,g23
n64,g91,g62
n56,g0,g82
n2,g0,g77
n1,g65,g90
