n0,g18,g72
n1,g16,g60
n2,g11,g97
n3,g49,g66
n4,g58,g46
n5,g15,g60
n6,g1,g70
n7,g50,g28
n8,g44,g97
n9,g88,g34
n10,g5,g50
n11,g10,g97
n12,g92,g37
n13,g41,g70
n14,g89,g4
n15,g31,g9
n16,g94,g51
n17,g35,g17
n18,g5,g29
n19,g97,g81
n20,g40,g18
n21,g10,g34
n22,g35,g41
n23,g55,g47
n24,g48,g13
n25,g26,g34
n26,g57,g66
n27,g0,g52
n28,g45,g88
n29,g34,g92
n30,g20,g54
n31,g94,g55
n32,g96,g83
n33,g59,g70
n34,g91,g49
n35,g85,g47
n36,g38,g15
n37,g42,g54
n38,g76,g89
n39,g90,g85
n40,g61,g18
n41,g81,g12
n42,g10,g14
n43,g57,g1
n44,g71,g84
n45,g11,g56
n46,g29,g82
n47,g79,g30
n48,g10,g56
