n0,g71,g96
n1,g61,g56
n2,g57,g65
n3,g85,g71
n4,g18,g47
n5,g29,g91
n6,g44,g56
n7,g15,g45
n8,g7,g29
n9,g73,g34
n10,g38,g22
n11,g14,g19
n12,g30,g59
n13,g53,g88
n14,g84,g68
n15,g31,g14
n16,g72,g76
n17,g44,g65
n18,g89,g27
n19,g18,g45
n20,g92,g40
n21,g32,g78
n22,g35,g56
n23,g75,g24
n24,g39,g20
n25,g1,g58
n26,g79,g2
n27,g84,g87
n28,g58,g32
n29,g7,g61
n30,g7,g49
n31,g88,g85
n32,g29,g68
n33,g83,g57
n34,g80,g31
n35,g78,g41
n36,g44,g83
n37,g92,g54
n38,g16,g24
n39,g83,g49
n40,g28,g78
n41,g77,g41
n42,g47,g97
n43,g14,g78
n44,g93,g22
n45,g11,g51
n46,g83,g90
n47,g77,g53
n48,g51,g95
n49,g16,g83
n50,g60,g27
n51,g76,g2
n52,g22,g1
n53,g84,g22
n54,g65,g38
n55,g34,g32
n56,g41,g6
n57,g56,g98
n58,g76,g34
