n70,g39,g80
n6,g91,g50
n4,g24,g79
n22,g86,g93
n21,g70,g24
n60,g7,g26
n79,g35,g32
n74,g36,g42
n69,g20,g86
n28,g61,g57
n14,g94,g39
n45,g15,g25
n5,g67,g36
n23,g53,g56
n24,g69,g44
n17,g5,g71
n54,g99,g0
n77,g2,g11
n63,g0,g36
n9,g85,g2
n25,g46,g22
n87,g23,g40
n10,g43,g99
n68,g19,g30
n34,g87,g94
n72,g95,g73
n73,g74,g42
n55,g50,g19
n44,g99,g90
n16,g80,g3
n80,g77,g50
n81,g51,g1
n75,g82,g16
n66,g12,g10
n47,g67,g50
n52,g35,g90
n59,g1,g46
n57,g1,g94
n71,g89,g0
n37,g65,g63
n31,g76,g31
n19,g70,g61
n46,g51,g75
n65,g32,g19
n85,g83,g46
n1,g35,g88
n84,g54,g92
n32,g69,g10
n26,g0,g10
n20,g4,g20
n53,g80,g7
n56,g87,g23
n76,g20,g3
n38,g73,g76
n13,g24,g2
n67,g15,g95
n41,g51,g81
n18,g54,g60
n11,g26,g58
n30,g35,g96
n35,g8,g52
n8,g55,g18
n83,g66,g90
n39,g54,g69
n33,g45,g64
n27,g69,g61
n50,g49,g40
n12,g77,g54
n82,g34,g58
n0,g82,g67
n43,g93,g85
n58,g85,g16
n36,g95,g96
n42,g29,g30
n61,g67,g6
n78,g62,g61
n3,g41,g47
n29,g34,g50
n49,g24,g14
n88,g35,g6
n86,g42,g82
n62,g32,g79
n40,g30,g8
n51,g53,g47
n7,g79,g25
n15,g70,g6
n48,g98,g95
n64,g3,g49
n2,g18,g17
