n0,g17,g63
n1,g76,g39
n2,g84,g81
n3,g74,g2
n4,g30,g83
n5,g86,g12
n6,g30,g9
n7,g60,g19
n8,g50,g86
n9,g88,g9
n10,g26,g44
n11,g79,g30
n12,g13,g27
n13,g77,g88
n14,g26,g92
n15,g35,g28
n16,g52,g92
n17,g19,g25
n18,g31,g89
n19,g12,g27
n20,g53,g11
n21,g93,g52
n22,g26,g14
n23,g42,g51
n24,g60,g61
n25,g8,g60
n26,g25,g24
n27,g91,g59
n28,g67,g93
n29,g66,g32
n30,g89,g95
n31,g9,g10
n32,g82,g38
n33,g71,g97
n34,g84,g97
n35,g16,g47
n36,g51,g28
n37,g34,g7
n38,g91,g67
n39,g41,g20
n40,g55,g56
n41,g38,g74
n42,g73,g3
n43,g60,g36
n44,g1,g80
n45,g61,g91
n46,g92,g4
n47,g51,g88
n48,g29,g33
n49,g24,g85
n50,g97,g89
n51,g69,g58
n52,g69,g39
n53,g8,g40
n54,g41,g27
n55,g70,g40
n56,g68,g96
n57,g19,g73
n58,g13,g5
n59,g55,g11
n60,g87,g77
n61,g99,g77
n62,g83,g44
