n0,g65,g76
n1,g9,g49
n2,g34,g6
n3,g98,g66
n4,g85,g66
n5,g22,g74
n6,g94,g91
n7,g21,g60
n8,g60,g31
n9,g40,g90
n10,g94,g81
n11,g16,g8
n12,g96,g80
n13,g71,g99
n14,g54,g56
n15,g95,g30
n16,g26,g35
n17,g37,g64
n18,g41,g12
n19,g97,g59
n20,g44,g41
n21,g9,g38
n22,g67,g51
n23,g76,g57
n24,g3,g68
n25,g3,g81
n26,g57,g59
n27,g86,g45
n28,g25,g5
n29,g97,g23
n30,g38,g73
n31,g54,g26
n32,g92,g30
n33,g12,g64
n34,g21,g49
n35,g29,g81
n36,g61,g60
n37,g37,g27
n38,g78,g92
n39,g55,g15
n40,g20,g75
n41,g47,g22
n42,g75,g91
n43,g85,g0
n44,g0,g87
n45,g14,g81
n46,g86,g62
n47,g82,g13
n48,g18,g89
n49,g53,g31
n50,g38,g57
n51,g96,g7
n52,g82,g67
n53,g79,g34
n54,g35,g92
n55,g28,g90
n56,g51,g66
n57,g33,g92
n58,g2,g64
n59,g9,g48
n60,g43,g15
n61,g71,g24
n62,g56,g39
