n0,g59,g11
n1,g46,g45
n2,g49,g34
n3,g5,g48
n4,g80,g67
n5,g13,g29
n6,g64,g39
n7,g12,g66
n8,g87,g8
n9,g60,g21
n10,g87,g9
n11,g22,g96
n12,g18,g57
n13,g83,g90
n14,g98,g83
n15,g63,g61
n16,g11,g65
n17,g56,g23
n18,g75,g61
n19,g28,g4
n20,g4,g26
n21,g60,g48
n22,g11,g31
n23,g3,g17
n24,g29,g75
n25,g49,g45
n26,g43,g8
n27,g10,g40
n28,g88,g29
n29,g71,g6
n30,g15,g36
n31,g75,g39
n32,g11,g92
n33,g13,g83
n34,g77,g76
n35,g29,g5
n36,g20,g66
n37,g74,g51
n38,g70,g33
n39,g85,g31
n40,g80,g1
n41,g17,g93
n42,g31,g12
n43,g45,g91
n44,g91,g39
n45,g33,g43
n46,g34,g73
n47,g38,g23
n48,g95,g93
n49,g84,g51
